id,LoanNr_ChkDgt,Name,City,State,Bank,BankState,ApprovalDate,ApprovalFY,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,Accept
a5deedd216e,8901834001,S.T.O.P. OF NORTHERN ILLINOIS,CARPENTERSVILLE,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,3-Jun-05,2005,8,2.0,0,0,1,1,0,Y,31-Aug-05,"$121,028.00 ",$0.00 ,1
81b6aaf445d,7989894007,LENKO LIMITED,ROSEMONT,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,25-Oct-04,2005,1,1.0,1,1,1,1,Y,N,31-Oct-04,"$50,000.00 ",$0.00 ,0
138ce5bcb59,4632924007,"GREAT SMILES OF ROCKFORD, LTD",ROCKFORD,IL,ALPINE BANK & TRUST CO.,IL,5-Jul-01,2001,2,2.0,0,0,1,1,0,Y,31-Aug-01,"$40,000.00 ",$0.00 ,1
738e4a2867b,1567515008,PAN Y. CHOI DBA MACHO MAN'S WE,CHICAGO,IL,CITIZENS BANK NATL ASSOC,RI,6-Dec-05,2006,2,1.0,0,2,0,1,Y,N,28-Feb-06,"$14,872.00 ",$0.00 ,1
ccb2b3f3c0a,4749294001,"JD'S ON THE LEVEE, INC.",DELAVAN,IL,HAVANA NATIONAL BANK,IL,31-Jul-01,2001,11,1.0,0,0,1,2,0,Y,30-Nov-01,"$74,000.00 ",$0.00 ,0
c15f8e1fa68,8080153004,JUST 99 CENTS,HARVEY,IL,FIFTH THIRD BANK,OH,13-Feb-95,1995,2,1.0,0,0,1,0,,Y,31-Oct-95,"$50,000.00 ",$0.00 ,1
fc0a049b94d,3419135009,AJR III INC,LAKE IN THE HILLS,IL,U.S. BANK NATIONAL ASSOCIATION,OH,12-May-09,2009,12,1.0,0,12,56920,1,Y,N,30-Sep-09,"$31,894.00 ",$0.00 ,1
7286c60eaba,4149224009,"XYLEM, LTD.",CORDOVA,IL,MERRILL LYNCH BANK USA,UT,21-Dec-00,2001,55,1.0,0,55,1,1,0,N,31-Jan-01,"$1,600,000.00 ",$0.00 ,1
dafe0710cbf,4252773001,THE GREAT FRAME UP,AURORA,IL,GE CAP. SMALL BUS. FINAN CORP,TX,19-Sep-90,1990,4,2.0,0,0,81555,0,N,N,31-Oct-90,"$70,000.00 ",$0.00 ,1
6f962a1a865,8881723009,"CRANE ERECTORS, INC.",SOUTH HOLLAND,IL,"CENTERPOINT 504, INC.",IL,12-Dec-95,1996,17,1.0,4,13,1,0,N,N,11-Dec-96,"$126,000.00 ",$0.00 ,1
1ab43420ae7,4547323003,ORTINAU BUILDING,CARLOCK,IL,HEARTLAND BK & TR CO,IL,8-Aug-91,1991,5,1.0,0,0,1,0,N,N,31-Oct-91,"$50,800.00 ",$0.00 ,1
cef034d8b58,1629595006,"BG Chicagoland Remodelers, Inc",Wheeling,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,25-Jan-06,2006,15,1.0,0,15,0,2,Y,N,31-Jan-06,"$40,000.00 ",$0.00 ,0
cefc4fa2bce,2628565000,Woodmark Deck Staining Limited,ARLINGTON HEIGHTS,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,9-Aug-07,2007,19,1.0,5,19,0,1,Y,N,31-Oct-07,"$125,480.00 ",$0.00 ,1
ad67fd58219,2272785005,"Alpha to Omega Surveying, Inc.",ROCKFORD,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,12-Feb-07,2007,1,1.0,1,0,0,1,Y,N,28-Feb-07,"$40,265.00 ",$0.00 ,0
87b655f22d5,3996404000,MAYER ELECTRICAL CONTRACTING I,SOUTH ELGIN,IL,UNION NATIONAL BANK,IL,6-Oct-00,2001,10,1.0,10,10,1,1,Y,N,31-Oct-00,"$259,999.00 ",$0.00 ,1
828a5f87039,3905504001,ROLLAND'S JEWELERS INC,VERNON HILLS,IL,BANCO POPULAR NORTH AMERICA,NY,22-Aug-00,2000,8,1.0,0,8,1,1,0,N,31-Dec-00,"$420,000.00 ",$0.00 ,1
d52e30c4d3f,4557533000,"KOERNER DISTRIBUTOR, INC.",CENTRALIA,IL,SOUTH CENT. ILLINOIS REGIONAL,IL,19-Aug-91,1991,13,1.0,3,10,1,0,N,N,15-Jan-92,"$151,000.00 ",$0.00 ,1
6b7943de357,8699794008,COUNTY LIWUOR INC.,PLAINFIELD,IL,URBAN PARTNERSHIP BANK,IL,15-Mar-05,2005,3,1.0,0,0,1,1,0,Y,30-Jun-05,"$90,000.00 ",$0.00 ,1
50169dcd721,7521624001,PERU SUPER 8,PERU,IL,FIRST-CITIZENS BK & TR CO,NC,15-Jun-04,2004,6,1.0,0,0,79140,1,N,N,31-Aug-04,"$1,580,000.00 ",$0.00 ,1
59bbfe5cf84,3393426010,PATCHETT FLYING SERVICE,CASEY,IL,ILLINOIS NATIONAL BANK,IL,19-Aug-08,2008,1,1.0,0,1,1,2,0,N,30-Sep-08,"$221,500.00 ",$0.00 ,1
3a79f638c86,1856885010,"4A COMPUTERS, INC.",MONTGOMERY,IL,CITIZENS BANK NATL ASSOC,RI,6-Jun-06,2006,5,1.0,1,6,0,2,Y,N,31-Aug-06,"$56,299.00 ",$0.00 ,0
73a9b3a9213,2406905000,"Miles X-Press, Inc.",CHICAGO,IL,INNOVATIVE BANK,CA,20-Apr-07,2007,2,1.0,3,5,0,1,N,N,30-Apr-07,"$25,000.00 ",$0.00 ,1
523bfcbea38,1166565000,"GEAR PRODUCTS & MANUFACTURING,",MELROSE PARK,IL,CITIZENS BANK NATL ASSOC,RI,21-Jan-05,2005,5,2.0,2,7,1,1,Y,N,31-Mar-05,"$69,000.00 ",$0.00 ,1
1af71bf207d,4933983000,VANDALIA BOWL,VANDALIA,IL,THE FIRST NATIONAL BANK,IL,20-Jul-92,1992,2,2.0,0,0,1,0,N,N,31-Oct-92,"$112,000.00 ",$0.00 ,1
c139368ad17,1508763010,"RPM HONDA, INC.",CHICAGO,IL,DEVON BANK,IL,25-Mar-83,1983,6,1.0,0,0,0,0,N,N,8-Apr-83,"$250,000.00 ",$0.00 ,0
77ce241e7c8,8185174002,INSIGNIA GRAPHICS,POPLAR GROVE,IL,U.S. BANK NATIONAL ASSOCIATION,OH,26-Nov-04,2005,2,2.0,0,2,1,1,0,N,31-Jan-05,"$102,039.00 ",$0.00 ,1
484424a1e05,7535883003,OHIO CLEANERS,CHICAGO,IL,BBCN BANK,IL,31-Aug-94,1994,1,1.0,0,0,1,0,N,Y,31-Oct-94,"$50,000.00 ",$0.00 ,1
c490410d09f,3009025008,MARK RIPPY DECORATING INC.,YORKVILLE,IL,U.S. BANK NATIONAL ASSOCIATION,OH,19-Mar-08,2008,3,1.0,0,3,0,1,Y,N,31-Mar-08,"$65,470.00 ",$0.00 ,0
afed1abd929,1560625003,"High Standard Services, Ltd",WHEATON,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,1-Dec-05,2006,15,1.0,2,11,0,1,T,N,28-Feb-06,"$181,964.00 ",$0.00 ,1
a1468fdde51,9022723005,"SUN STONE INTERNATIONAL, LTD.",TROY,IL,THE BANK OF EDWARDSVILLE,IL,21-Feb-96,1996,2,1.0,0,0,1,0,N,Y,30-Apr-96,"$100,000.00 ",$0.00 ,1
3a39c73eae8,2650135007,K & A Fast Food Inc.,DOLTON,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,21-Aug-07,2007,4,1.0,0,4,0,1,Y,N,31-Oct-07,"$25,000.00 ",$0.00 ,1
1439133ffa3,3577533003,FOOT HEALTH CENTER,BOURBONNAIS,IL,OLD SECOND NATIONAL BANK,IL,8-Nov-89,1990,5,1.0,0,0,1,0,N,N,31-Jan-90,"$175,000.00 ",$0.00 ,1
30705e1eeb6,2959313008,"INTEGRATED SPORTS ELECT, INC",CHICAGO,IL,DEVON BANK,IL,10-Aug-87,1987,8,1.0,0,0,0,0,N,N,17-Oct-87,"$50,000.00 ",$0.00 ,0
94a710fb228,9456283001,"GREAT LAKES STEEL, INC.",AURORA,IL,OLD SECOND NATIONAL BANK,IL,14-Aug-96,1996,2,2.0,0,0,1,0,N,Y,30-Nov-96,"$100,000.00 ",$0.00 ,1
efb2cb758f7,2093315009,Sams International Inc.,Lincolnwood,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,27-Oct-06,2007,1,2.0,0,1,0,2,Y,N,31-Dec-06,"$45,658.00 ",$0.00 ,0
17e30c9c158,1204764007,"DECOR LIGHTING RETROFIT, INC.",BERWYN,IL,AMALGAMATED BANK OF CHICAGO,IL,6-May-97,1997,5,2.0,0,0,1,0,N,Y,30-Jun-97,"$45,000.00 ",$0.00 ,1
20a588f262b,7772554009,"YESTERDAY'S, INC.",ELDORADO,IL,LEGENCE BANK,IL,7-Sep-04,2004,30,2.0,0,0,1,2,N,N,31-Jan-05,"$221,000.00 ",$0.00 ,1
0899b8c84c8,1801424008,"QCM-K, INC.",SHANNON,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,26-Jan-98,1998,2,1.0,0,0,1,0,Y,N,31-Mar-98,"$56,087.00 ",$0.00 ,1
6ac7671f942,9667263006,"JUNEWAY SHELL, INC.",CHICAGO,IL,WELLS FARGO BANK NATL ASSOC,SD,17-Oct-96,1997,6,1.0,0,0,1,0,Y,N,30-Jun-97,"$23,652.00 ",$0.00 ,0
5a979ad14e5,8926613005,MCENGLEVAN INDUSTRIAL FURNAC M,DANVILLE,IL,OLD NATIONAL BANK,IL,12-Jan-96,1996,15,1.0,0,0,1,0,N,Y,30-Apr-96,"$18,734.00 ",$0.00 ,1
7ab892df8a5,2316205009,"B.S.N. GROUP, INC.",VILLA PARK,IL,CITIZENS BANK NATL ASSOC,RI,7-Mar-07,2007,1,1.0,0,1,0,1,N,N,31-Mar-07,"$35,000.00 ",$0.00 ,1
799e5e9106e,5858103009,"ROBERT'S SHEET METAL WORKS,INC",CHICAGO,IL,WELLS FARGO BANK NATL ASSOC,SD,16-Aug-93,1993,14,1.0,0,0,1,0,N,N,31-Oct-93,"$197,000.00 ",$0.00 ,1
d54b503cf27,1174105002,"GONDAL ENTERPRISES,INCORPORATE",MATTESON,IL,CITIZENS BANK NATL ASSOC,RI,28-Jan-05,2005,6,1.0,1,7,1,1,Y,N,28-Feb-06,"$5,000.00 ",$0.00 ,1
cb607f21165,3406944010,WINDY CITY CAR WASH,CHICAGO,IL,BANCO POPULAR NORTH AMERICA,NY,23-Nov-99,2000,1,1.0,1,1,1,1,0,N,31-Dec-99,"$445,000.00 ",$0.00 ,1
c4cc143c488,3178564000,HAJIS SPORTS BAR,LINCOLN,IL,STATE BANK OF LINCOLN,IL,15-Sep-99,1999,4,2.0,18,4,1,1,0,N,31-Oct-99,"$200,000.00 ",$0.00 ,1
4914ab1f152,7544754008,PACIFIC GENERAL INSURANCE AGEN,DOWNERS GROVE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,22-Jun-04,2004,12,1.0,0,12,1,1,0,N,30-Nov-04,"$771,700.00 ",$0.00 ,1
a6c05c668af,9243133009,"ECONOMY, INC.",CHICAGO,IL,"SOMERCOR 504, INC.",IL,1-May-96,1996,8,1.0,4,8,1,0,N,N,14-Aug-96,"$371,000.00 ",$0.00 ,1
514b98bfb1e,6880214004,CLARK'S COUNTRY OAKS,WATERLOO,IL,FIRST NATL BK OF WATERLOO,IL,4-Nov-03,2004,2,1.0,0,0,1,1,N,N,31-Mar-04,"$216,000.00 ",$0.00 ,1
64c743ee0b1,2052913002,DUTY MANUFACTURING,ELDORADO,IL,BANK OF AMERICA NATL ASSOC,IL,26-Sep-84,1984,3,1.0,0,0,0,0,N,N,17-Oct-84,"$102,000.00 ",$0.00 ,0
c60aa77657c,5973494001,"KLINE CONSTRUCTION, INC.",ELGIN,IL,INLAND BANK & TRUST,IL,30-Dec-02,2003,12,1.0,0,0,1,1,N,N,31-May-03,"$265,000.00 ",$0.00 ,0
bd096ae5af3,7088034010,FUGA LLC,CHICAGO,IL,NORTH COMMUNITY BANK,IL,7-Jan-04,2004,6,2.0,0,0,1,1,N,Y,29-Feb-04,"$150,000.00 ",$0.00 ,1
23990b18960,4312433007,"KATHLEEN'S DANCE ASYLUM, INC.",CHICAGO,IL,BEVERLY BK & TR COMPANY NATL A,IL,28-Nov-90,1991,12,2.0,0,0,1,0,N,N,31-Jan-91,"$50,000.00 ",$0.00 ,1
aa125a1baf9,2722334001,"SPRINGFIELD WINDOW COMPANY, IN",SPRINGFIELD,IL,MARINE BANK,IL,19-Jan-99,1999,3,1.0,0,0,1,0,N,N,31-May-99,"$76,285.00 ",$0.00 ,1
e21a8544411,5777033010,"BUTLER AUTO BODY, INC.",KANKAKEE,IL,GE CAP. SMALL BUS. FINAN CORP,TX,12-Jul-93,1993,5,1.0,0,0,1,0,N,N,31-Oct-93,"$125,000.00 ",$0.00 ,1
b4aafe46199,4472704000,"BARNACLES, INC.",SPRINGFIELD,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,27-Apr-01,2001,2,1.0,0,0,1,1,0,Y,30-Jun-01,"$40,000.00 ",$0.00 ,0
bf6b48c29cf,2685155002,AH Financial Incorporated,CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,7-Sep-07,2007,10,1.0,2,2,0,1,Y,N,31-Oct-07,"$101,173.00 ",$0.00 ,1
b0dd6ff21ba,2461266008,HM BUCKLEY GROWERS INC,TAYLORVILLE,IL,"SOMERCOR 504, INC.",IL,6-Oct-06,2007,50,1.0,0,35,1,2,0,N,17-Dec-08,"$1,918,000.00 ",$0.00 ,1
4c63f1a3257,9228143003,CHARLIE LUI'S RESTAURANT,CHICAGO,IL,URBAN PARTNERSHIP BANK,IL,26-Apr-96,1996,6,1.0,0,0,1,0,N,N,30-Sep-96,"$284,000.00 ",$0.00 ,1
ab2f7f8df05,4742293002,LANDMARK LAUNDRY,NORMAL,IL,STATE BANK OF LINCOLN,IL,2-Mar-92,1992,3,1.0,0,0,1,0,N,N,30-Apr-92,"$81,500.00 ",$0.00 ,1
626a533021f,8929483009,NELSON: DON R. & MARY,CHAMPAIGN,IL,BUSEY BANK,IL,12-Jan-96,1996,11,2.0,0,0,1,0,0,N,30-Apr-96,"$360,000.00 ",$0.00 ,0
e755262447d,9420823006,"BLOOMINGTON OFFSET PROCESS, IN",BLOOMINGTON,IL,SMALL BUS. GROWTH CORP,IL,25-Jul-96,1996,78,1.0,4,0,1,0,N,N,12-Mar-97,"$660,000.00 ",$0.00 ,1
ce279bb32f6,2749814003,"GOODFELLA'S PIZZA ""BEEF"" CATER",ELGIN,IL,BMO HARRIS BK NATL ASSOC,IL,29-Jan-99,1999,4,1.0,0,4,1,0,0,N,28-Feb-99,"$93,749.00 ",$0.00 ,1
c76349159a7,2032096007,INNER-CITY UNDERWRITING AGENCY,CHICAGO,IL,BBCN BANK,CA,17-May-06,2006,9,1.0,2,9,1,1,0,N,31-May-06,"$25,000.00 ",$0.00 ,1
9213e96ef13,6749694002,MARKET SQUARE CLEANERS,BOLINGBROOK,IL,BBCN BANK,IL,30-Sep-03,2003,2,1.0,0,2,1,1,0,N,31-Oct-03,"$15,000.00 ",$0.00 ,1
2bc4239291b,5769594010,"SCANTECH COLOR SYSTEM , INC",CHAMPAIGN,IL,BUSEY BANK,IL,10-Oct-02,2003,20,1.0,0,0,1,1,0,Y,31-Oct-02,"$100,000.00 ",$0.00 ,1
cf660aa6713,1766225007,"Brock Morris, Inc.",BOURBONNAIS,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,14-Apr-06,2006,14,1.0,0,14,0,2,N,N,30-Jun-06,"$340,000.00 ",$0.00 ,1
1257d92b669,2198985007,"Building Solutions, Inc.",OAK PARK,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,29-Dec-06,2007,1,1.0,2,1,0,1,Y,N,31-Jan-07,"$76,293.00 ",$0.00 ,1
d19ca0ed380,1464355005,"Goldberg Photography, Inc.",CHICAGO,IL,BANK OF AMERICA NATL ASSOC,NC,20-Sep-05,2005,2,1.0,0,2,0,1,Y,N,31-Oct-05,"$97,933.00 ",$0.00 ,1
41b9718a517,2371475001,"H & C Welding, Inc.",CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,3-Apr-07,2007,3,1.0,1,4,0,1,Y,N,30-Jun-07,"$200,811.00 ",$0.00 ,0
bca66f97c50,1172595005,BROWN R CARTAGE COMPANY,ELGIN,IL,CITIZENS BANK NATL ASSOC,RI,27-Jan-05,2005,2,2.0,2,4,1,1,Y,N,31-Aug-05,"$10,962.00 ",$0.00 ,1
e902c72d3c1,3877745001,Asbery and Associates OB GYN L,Mount vernon,IL,COMMUNITY 1ST BK OF HEARTLAND,IL,28-Jan-10,2010,1,2.0,9,0,0,2,N,N,1-Feb-10,"$200,000.00 ",$0.00 ,1
26e9faa4f3e,3086035004,Catherine Switzer and Stephen,Roscoe,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,12-May-08,2008,2,2.0,3,2,0,2,N,N,28-Feb-09,"$350,900.00 ",$0.00 ,1
1280576efea,9249183003,VILLAGE TAVERN & CAROL STREAM,CAROL STREAM,IL,BMO HARRIS BK NATL ASSOC,IL,3-May-96,1996,25,2.0,0,0,1,0,N,N,31-Jul-96,"$150,000.00 ",$0.00 ,1
e9437292541,1663466002,J VINCENTS SALON & DAY SPA,DARIEN,IL,FIRST AMERICAN BANK,IL,7-Apr-06,2006,23,1.0,0,0,1,1,N,N,31-May-06,"$147,000.00 ",$0.00 ,0
042bffffaa3,5785413006,REMINISCENT BAR & GRILL,CHICAGO,IL,WELLS FARGO BANK NATL ASSOC,SD,17-Jul-93,1993,7,1.0,0,0,1,0,N,N,31-Jan-94,"$207,000.00 ",$0.00 ,1
a0d8f0dbdca,1797975001,"Accu-Labs, Inc.",CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,2-May-06,2006,18,1.0,0,0,0,1,N,N,31-May-06,"$10,400.00 ",$0.00 ,1
5294ce9c462,8314054009,MAIN TAP,WINNEBAGO,IL,GERMAN-AMERICAN STATE BANK,IL,17-Dec-04,2005,10,1.0,0,0,1,1,0,Y,31-Jan-05,"$56,000.00 ",$0.00 ,1
a899d260316,1920255004,"GLOBE CARRIER, CO.",JUSTICE,IL,CITIZENS BANK NATL ASSOC,RI,14-Jul-06,2006,2,2.0,1,3,0,1,Y,N,31-Jul-06,"$140,794.00 ",$0.00 ,0
06bc02bee19,6680614001,MS BROWN'S DAYCARE,HARVEY,IL,BBCN BANK,CA,12-Sep-03,2003,2,1.0,2,2,1,0,0,N,30-Sep-03,"$10,000.00 ",$0.00 ,1
76bbd66e5e2,2586916006,ELLIOTT'S OFF BROADWAY DELI,GURNEE,IL,STATE BANK OF THE LAKES,IL,15-Dec-06,2007,4,2.0,4,0,1,1,0,N,31-May-07,"$119,000.00 ",$0.00 ,0
c90a01e841e,3291594000,SUPER SUDS CAR CARE CENTER,ROCKFORD,IL,ROCKFORD LOCAL DEVEL CORP,IL,22-Oct-99,2000,30,2.0,30,0,1,1,N,N,15-Nov-00,"$637,000.00 ",$0.00 ,1
7f05be6a7a6,5397364009,JOHNSON CHIROPRACTIC CENTER,CHAMPAIGN,IL,"READYCAP LENDING, LLC",CA,14-May-02,2002,2,1.0,0,2,1,1,0,N,31-Jul-02,"$232,300.00 ",$0.00 ,1
99c890b4510,4863254004,S & S TOOL COMPANY,SCHAUMBURG,IL,UNION NATIONAL BANK,IL,27-Aug-01,2001,8,1.0,3,8,1,1,Y,N,30-Nov-01,"$150,000.00 ",$0.00 ,1
634ec67b258,1699935007,SURAJ ENTERPRISES INC.,CHICAGO,IL,CITIZENS BANK NATL ASSOC,RI,8-Mar-06,2006,2,2.0,2,4,0,1,N,N,30-Apr-06,"$4,664.00 ",$0.00 ,0
6c9d1927749,3357273006,MARV VERRY REFRIGERATION,SPRINGFIELD,IL,U.S. BANK NATIONAL ASSOCIATION,IL,29-Dec-88,1989,2,2.0,0,0,0,0,N,N,31-Jan-89,"$80,000.00 ",$0.00 ,1
99a8fcb9620,4688825007,Shamrock Building and Remodeli,NAPERVILLE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,17-May-11,2011,0,1.0,2,2,0,1,Y,N,17-May-11,"$67,621.00 ",$0.00 ,1
9ecd1baa915,2504255010,DariuszKonefal,Streamwood,IL,"PNC BANK, NATIONAL ASSOCIATION",OH,8-Jun-07,2007,1,1.0,0,1,0,2,N,N,31-Jul-07,"$25,000.00 ",$0.00 ,1
b5c3844f347,2449675003,Resurrected Wear,CHICAGO HEIGHTS,IL,BBCN BANK,CA,11-May-07,2007,1,1.0,2,3,0,1,N,N,31-May-07,"$10,000.00 ",$0.00 ,1
bfef83aa70d,1949305010,"JJP CUSTOM FRAMING, INC. DBA F",VERNON HILLS,IL,CITIZENS BANK NATL ASSOC,RI,2-Aug-06,2006,4,2.0,1,5,0,1,Y,N,31-Mar-07,"$170,008.00 ",$0.00 ,0
d3d1170cc06,2174455007,"Floors MD, LLC",MCHENRY,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,13-Dec-06,2007,2,1.0,2,4,0,2,Y,N,31-Dec-06,"$589,460.00 ",$0.00 ,1
09702720321,1248765005,Artur Zbroja,Mundelein,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,29-Mar-05,2005,3,1.0,1,3,1,2,Y,N,30-Apr-05,"$35,000.00 ",$0.00 ,0
5049eed9bfd,3594855010,COVER THE WORLD IMPORT & EXPOR,BENSENVILLE,IL,BBCN BANK,IL,25-Aug-09,2009,1,1.0,0,1,0,1,N,N,30-Sep-09,"$473,500.00 ",$0.00 ,0
82f818a0758,7600404003,CULVERS OF FRANKFORT,FRANKFORT,IL,WISCONSIN BUS. DEVEL FINAN COR,WI,12-Jul-04,2004,1,2.0,30,0,21425,2,0,N,14-Sep-05,"$619,000.00 ",$0.00 ,1
1e3e88ff812,6805344008,ADVANCED LASER CLINICS,ARLINGTON HEIGHTS,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,17-Oct-03,2004,2,1.0,0,2,1,0,0,N,30-Nov-03,"$145,000.00 ",$0.00 ,1
132d6ebed2b,9104454007,FOCUS MIND BODY & SOUL LLC,Johnsburg,IL,KEYBANK NATIONAL ASSOCIATION,OH,16-Sep-05,2005,5,2.0,5,5,1,1,0,N,30-Sep-05,"$84,400.00 ",$0.00 ,0
b38622cd1b5,6855324000,MARSHALL INC,NILES,IL,BBCN BANK,IL,29-Oct-03,2004,11,1.0,0,11,1,1,0,N,30-Nov-03,"$100,000.00 ",$0.00 ,1
435c58f1251,9416853001,EARLY RISER BREAD AND BAKERY C,DOWNERS GROVE,IL,OLD SECOND NATIONAL BANK,IL,23-Jul-96,1996,7,2.0,0,0,1,0,0,N,31-Jul-96,"$110,000.00 ",$0.00 ,1
4f217c47df3,5091033005,"EATING PLACES, INC.",CHICAGO,IL,NORTH COMMUNITY BANK,IL,30-Sep-92,1992,16,2.0,0,0,1,0,N,N,31-Jan-93,"$80,000.00 ",$0.00 ,1
d1bf2a99040,5124274000,QUIZNO'S,HIGHLAND PARK,IL,FIRST MIDWEST BANK,IL,26-Dec-01,2002,13,2.0,0,0,68020,1,0,Y,31-Mar-02,"$140,000.00 ",$0.00 ,1
566ffd0a971,4647663008,"STEPHEN T. JAGIELO, D.D.S.",DOWNERS GROVE,IL,"FIRSTMERIT BANK, N.A.",IL,5-Dec-91,1992,2,2.0,0,0,1,0,N,N,31-Jan-92,"$100,000.00 ",$0.00 ,1
00c62d9e106,2916946008,"SR IV, INC.",LOVES PARK,IL,RIVERSIDE COMMUNITY BANK,IL,27-Jul-07,2007,12,2.0,11,1,26560,1,0,N,30-Nov-07,"$448,000.00 ",$0.00 ,0
f3fef2b4002,1967054004,"ATOMIC MOTORS, INC.",VILLA PARK,IL,SMALL BUS. GROWTH CORP,IL,8-Apr-98,1998,31,1.0,15,16,1,0,N,N,15-Jul-98,"$950,000.00 ",$0.00 ,1
c33fa12e7a6,9163094006,"H & H CUSTOM WOODWORKING, INC.",BOURBONNAIS,IL,CENTRUE BANK,IL,13-Oct-05,2006,43,1.0,0,0,1,0,Y,N,31-May-06,"$150,000.00 ",$0.00 ,1
e7e770bcf8a,5250683010,GILBERT'S ENVIROMENTAL/JOST,CRYSTAL LAKE,IL,UNION NATIONAL BANK,IL,30-Oct-92,1993,50,1.0,0,0,1,0,N,N,31-Jan-93,"$337,000.00 ",$0.00 ,1
67fd501e39e,4684075010,"SKS Demolition and Excavating,",Williamsfield,IL,ASSOCIATED BANK NATL ASSOC,WI,13-May-11,2011,3,2.0,2,0,0,1,Y,N,13-May-11,"$41,490.00 ",$0.00 ,0
b7101ee3aa4,9220973000,"LANE CYCLES, INC.",ALTON,IL,U.S. BANK NATIONAL ASSOCIATION,OH,24-Apr-96,1996,4,2.0,0,0,1,0,N,N,31-Jan-97,"$111,300.00 ",$0.00 ,1
7875a50e51e,1322555000,"RAPID PRO TRUCK SERVICE, INCOR",BEDFORD PARK,IL,CAPITAL ONE NATL ASSOC,VA,2-Jun-05,2005,5,1.0,0,5,1,1,N,N,31-Jul-05,"$35,000.00 ",$0.00 ,1
78cfdff28d7,2299416006,FISCHER LUMBER COMPANY,BELLEVILLE,IL,SMALL BUS. GROWTH CORP,IL,4-Aug-06,2006,23,1.0,5,23,1,1,0,N,17-Jan-07,"$144,000.00 ",$0.00 ,1
fd8e02014b5,2746374007,MIDWEST GARAGE DOOR COMPANY,PAWNEE,IL,UNITED COMMUNITY BANK,IL,28-Jan-99,1999,13,1.0,0,0,1,0,N,N,31-Oct-99,"$300,000.00 ",$0.00 ,1
0844a694202,6744494002,WINDY CITY COMICS,NILES,IL,CAPITAL ONE NATL ASSOC,VA,30-Sep-03,2003,6,1.0,0,6,1,1,0,N,31-Jan-04,"$25,000.00 ",$0.00 ,1
263b505660c,2717026000,JENKINS INC,HILLSIDE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,16-Mar-07,2007,2,1.0,2,2,1,2,Y,N,31-Mar-07,"$73,401.00 ",$0.00 ,0
7ee73ea2ff1,9314223010,"BALDWIN & SHAYKIN, CHARTERED",SCHAUMBURG,IL,U.S. BANK NATIONAL ASSOCIATION,IL,30-May-96,1996,8,1.0,0,0,1,0,N,Y,31-Mar-97,"$100,000.00 ",$0.00 ,1
cf45194a169,6652324000,J D PAROCHELLI CONSTRUCTION IN,ALGONQUIN,IL,"PNC BANK, NATIONAL ASSOCIATION",IL,4-Sep-03,2003,2,1.0,2,4,1,1,Y,N,30-Nov-03,"$153,538.00 ",$0.00 ,1
78804b9f8e9,2068594003,"MALL GRAPHICS, INC.",NILES,IL,NATL REP. BK OF CHICAGO,IL,19-May-98,1998,16,1.0,0,0,1,0,Y,N,30-Sep-98,"$250,000.00 ",$0.00 ,1
874cf61ff46,5370615008,4 Paws Brewing LLC,CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,21-Aug-12,2012,2,2.0,0,2,0,1,N,N,21-Aug-12,"$101,000.00 ",$0.00 ,1
bcd4b197a41,4472205010,"Pipevision Products, Inc.",LA SALLE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,23-Dec-10,2011,30,1.0,5,30,0,1,Y,N,1-Apr-11,"$625,000.00 ",$0.00 ,1
40fef0387d3,1396385000,Goodfella Cigar Inc.,Lake In The Hill,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,2-Aug-05,2005,2,2.0,5,2,0,2,Y,N,30-Sep-05,"$77,903.00 ",$0.00 ,0
36cab82caed,1631256004,HIGH ANXIETY STREET RODS,MARTINTON,IL,BBCN BANK,CA,6-Apr-06,2006,1,2.0,0,1,1,1,0,N,30-Apr-06,"$10,000.00 ",$0.00 ,0
